name,image_url,url,review_count,categories,rating,coordinates,price,phone,address
Das Bierhauz,https://s3-media2.fl.yelpcdn.com/bphoto/tsE-hopG6nK2TmS39ZTPyw/o.jpg,https://www.yelp.com/biz/das-bierhauz-mountain-view?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,148,"beergardens,german,breakfast_brunch",4.5,"37.39447,-122.07829",$$,16503367613,"['135 Castro St', 'Mountain View, CA 94041']"
Timothy Adams Chocolates,https://s3-media1.fl.yelpcdn.com/bphoto/uzoMYp2wqSvc4Gg7romUOg/o.jpg,https://www.yelp.com/biz/timothy-adams-chocolates-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,374,chocolate,4.5,"37.445547,-122.160737",$$,14157558923,"['539 Bryant St', 'Palo Alto, CA 94301']"
Homeroom,https://s3-media2.fl.yelpcdn.com/bphoto/-Nb40YYX3NYfy6eKxjHgfw/o.jpg,https://www.yelp.com/biz/homeroom-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,7,"fooddeliveryservices,tradamerican",3.5,"37.419196,-122.124848",,14159428304,"['3441 Alma St', 'Palo Alto, CA 94306']"
Poolside Grill,https://s3-media3.fl.yelpcdn.com/bphoto/o5dbF6rh4FWMDbyC4jIjug/o.jpg,https://www.yelp.com/biz/poolside-grill-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,29,"breakfast_brunch,tradamerican,cocktailbars",4,"37.441414,-122.163879",$$,16503282800,"['625 El Camino Real', 'Sheraton Palo Alto Hotel', 'Palo Alto, CA 94301']"
Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/pKoFNc491c75BCqMsuoZGA/o.jpg,https://www.yelp.com/biz/starbucks-palo-alto-20?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,118,coffee,3,"37.426867,-122.144091",$$,16503242021,"['361 California Ave', 'Palo Alto, CA 94306']"
American Italian Delicatessen,https://s3-media4.fl.yelpcdn.com/bphoto/mduMPhGg7VkkKRbgPm7Xag/o.jpg,https://www.yelp.com/biz/american-italian-delicatessen-los-altos-4?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,244,"delis,sandwiches",4,"37.379679,-122.114577",$$,16509486745,"['139 Main St', 'Los Altos, CA 94022']"
Taste,https://s3-media4.fl.yelpcdn.com/bphoto/0X7BKBsGTU10ezHySb-gEg/o.jpg,https://www.yelp.com/biz/taste-palo-alto-7?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1,coffee,5,"37.4421539871104,-122.172236217874",,,"['660 Stanford Shopping Ctr', 'Palo Alto, CA 94304']"
Stanford Bookstore Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/aV4QmpWpK5Vm_G-7ZnrnEQ/o.jpg,https://www.yelp.com/biz/stanford-bookstore-cafe-stanford?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,27,"coffee,cafes,sandwiches",3.5,"37.4248199,-122.16869",$,16503291217,"['519 Lasuen Mall', 'Stanford, CA 94305']"
Dinah's Poolside Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/YcA5Q3uQ4aaXoV4H5to7Jw/o.jpg,https://www.yelp.com/biz/dinahs-poolside-restaurant-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,328,"tradamerican,breakfast_brunch,cocktailbars",4,"37.4077163,-122.1209201",$$,16504932844,"['4261 El Camino Real', 'Palo Alto, CA 94306']"
Starbucks,https://s3-media4.fl.yelpcdn.com/bphoto/bMuUjkNFLDdqu32hEuvUPA/o.jpg,https://www.yelp.com/biz/starbucks-mountain-view-34?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,13,coffee,3,"37.40202412,-122.111866",$$,16509484533,"['645 San Antonio Rd', 'Safeway', 'Mountain View, CA 94040']"
La Boheme,https://s3-media2.fl.yelpcdn.com/bphoto/QR47VzLlvO0otEDKXK9ACg/o.jpg,https://www.yelp.com/biz/la-boheme-palo-alto-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,504,"french,diners,breakfast_brunch",4,"37.42427596053992,-122.14465033994772",$$,16505613577,"['415 S California Ave', 'Palo Alto, CA 94306']"
KJ's Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/irHFPIpPq4KUmEgphEwu8A/o.jpg,https://www.yelp.com/biz/kjs-cafe-los-altos?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,17,"coffee,sandwiches",3.5,"37.36079752545408,-122.12861801166243",$,16509497568,"['12345 El Monte Rd', 'Los Altos, CA 94022']"
California Avenue Farmers' Market,https://s3-media3.fl.yelpcdn.com/bphoto/yCowaWT1fGFdgK5rVR-TCQ/o.jpg,https://www.yelp.com/biz/california-avenue-farmers-market-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,185,farmersmarket,4.5,"37.4253585,-122.1457884",$$,,"['494 S California Ave', 'Palo Alto, CA 94306']"
The Market At Edgewood,https://s3-media4.fl.yelpcdn.com/bphoto/eDf-Y-S6IlSUocyKXMGtxg/o.jpg,https://www.yelp.com/biz/the-market-at-edgewood-palo-alto-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,184,"grocery,delis",4.5,"37.448099,-122.125845",$$,16506657590,"['2170 West Bayshore Rd', 'Palo Alto, CA 94303']"
Cafe Arbor,https://s3-media3.fl.yelpcdn.com/bphoto/P3BZ1JfjZgaiwuok0GfeOA/o.jpg,https://www.yelp.com/biz/cafe-arbor-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,4,cafes,5,"37.43725701736869,-122.17167953313191",$$,,"['453 Quarry Rd', 'Palo Alto, CA 94304']"
Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/9CiHEC0LTViOSCjbOQ8-tQ/o.jpg,https://www.yelp.com/biz/starbucks-mountain-view-18?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,15,coffee,4,"37.372255,-122.088235",$,16509035850,"['1750 Miramonte Ave', 'Safeway', 'Mountain View, CA 94040']"
Erik's DeliCafé,https://s3-media3.fl.yelpcdn.com/bphoto/qQOt2mFag-EweL84QIHADA/o.jpg,https://www.yelp.com/biz/eriks-delicaf%C3%A9-mountain-view-5?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,163,"delis,sandwiches,soup",4,"37.376733,-122.076431",$,16509629191,"['1350 Grant Rd', 'Ste 18', 'Mountain View, CA 94040']"
The Willows Market,https://s3-media4.fl.yelpcdn.com/bphoto/fYdbjalc_pSfRkJZfYLFmA/o.jpg,https://www.yelp.com/biz/the-willows-market-menlo-park?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,320,"grocery,beer_and_wine",4.5,"37.45449,-122.16331",$$,16503220743,"['60 Middlefield Rd', 'Menlo Park, CA 94025']"
Oceana's Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/BacMbyLEjQfo-HOGzuf9Xw/o.jpg,https://www.yelp.com/biz/oceanas-cafe-east-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,9,"breakfast_brunch,foodstands",4,"37.473201751709,-122.139572143555",$,,"['East Palo Alto, CA 94303']"
Salt & Straw,https://s3-media3.fl.yelpcdn.com/bphoto/OIuiOv-O1yRngBs9AOWTwg/o.jpg,https://www.yelp.com/biz/salt-and-straw-palo-alto-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,745,icecream,4.5,"37.44526,-122.16173",$$,16505467685,"['250 University Ave', 'Ste 110', 'Palo Alto, CA 94301']"
Krispy Kreme,https://s3-media1.fl.yelpcdn.com/bphoto/1OOQpHOpk_fH5W0n2J-5Fw/o.jpg,https://www.yelp.com/biz/krispy-kreme-mountain-view?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,291,"donuts,coffee",3.5,"37.41921242487463,-122.0942486557207",$,16502541231,"['2146 Leghorn St', 'Mountain View, CA 94043']"
Verve Coffee,https://s3-media4.fl.yelpcdn.com/bphoto/hZYSx4cl5THYZAIpmrpAoQ/o.jpg,https://www.yelp.com/biz/verve-coffee-menlo-park-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,2,coffeeroasteries,4.5,"37.48165,-122.15575",,,"['20 Facebook Wy', 'Menlo Park, CA 94025']"
Coupa Café - Lytton,https://s3-media3.fl.yelpcdn.com/bphoto/FLx5RbCIJKBBMhnzlUs_OA/o.jpg,https://www.yelp.com/biz/coupa-caf%C3%A9-lytton-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,97,cafes,3.5,"37.4444718383711,-122.165222240072",$$,16507410713,"['111 Lytton Ave', 'Palo Alto, CA 94301']"
CoHo Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/kb1frwzuIYbCCJBoPY0A-Q/o.jpg,https://www.yelp.com/biz/coho-cafe-stanford?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,173,"cafes,burgers,salad",3.5,"37.4240633932824,-122.170757934465",$,16507211234,"['459 Lagunita Dr', 'Stanford University', 'Stanford, CA 94305']"
Schaub's Meat Fish & Poultry,https://s3-media4.fl.yelpcdn.com/bphoto/-HBoNN-P2JnaaPUEVQSx-A/o.jpg,https://www.yelp.com/biz/schaubs-meat-fish-and-poultry-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,331,"seafoodmarkets,butcher",4,"37.442609,-122.172751",$$$,16503256328,"['395 Stanford Shopping Ctr', 'Palo Alto, CA 94304']"
Bare Bowls,https://s3-media4.fl.yelpcdn.com/bphoto/h95Xed5YfOx_xH_TqhwckA/o.jpg,https://www.yelp.com/biz/bare-bowls-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,413,"juicebars,gluten_free,acaibowls",3.5,"37.44413,-122.16237",$$,16502726885,"['530 Emerson St', 'Ste 100', 'Palo Alto, CA 94301']"
STARBUCKS COFFEE,https://s3-media4.fl.yelpcdn.com/bphoto/OKQYKnTFJhod--mEE46now/o.jpg,https://www.yelp.com/biz/starbucks-coffee-los-altos-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,84,coffee,3,"37.36146645,-122.098009",$$,16509171359,"['654 Fremont Ave', 'Los Altos, CA 94024']"
Pressed,https://s3-media2.fl.yelpcdn.com/bphoto/NaR_P-TVU_9qBeOB7W_Ciw/o.jpg,https://www.yelp.com/biz/pressed-palo-alto-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,319,"juicebars,vegan,healthmarkets",4,"37.44229,-122.17093",$$,16503291450,"['660 Stanford Shopping Ctr', 'Ste 230', 'Palo Alto, CA 94304']"
Driftwood Deli and Market,https://s3-media3.fl.yelpcdn.com/bphoto/fQdMKbdjwRTYYW2r5ZYjtg/o.jpg,https://www.yelp.com/biz/driftwood-deli-and-market-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,464,"delis,sandwiches,icecream",4.5,"37.41912090543142,-122.13494795495569",$$,16504934162,"['3450 El Camino Real', 'Palo Alto, CA 94306']"
Safeway,https://s3-media4.fl.yelpcdn.com/bphoto/HtNgNVgjGcCAsyqxONSdeQ/o.jpg,https://www.yelp.com/biz/safeway-mountain-view?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,233,grocery,2.5,"37.4031264756355,-122.079366493767",$$,16509614868,"['570 N Shoreline Blvd', 'Mountain View, CA 94043']"
Dittmer's Gourmet Meats & Wurst-Haus,https://s3-media4.fl.yelpcdn.com/bphoto/_FBnih9M8kC5VF1ULTKLXQ/o.jpg,https://www.yelp.com/biz/dittmers-gourmet-meats-and-wurst-haus-los-altos-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,731,"meats,sandwiches,butcher",4.5,"37.40153,-122.114981",$$,16509413800,"['4540 El Camino Real', 'Los Altos, CA 94022']"
Donut Delite,https://s3-media1.fl.yelpcdn.com/bphoto/CMjqx4DW57jI05YxTaq3OQ/o.jpg,https://www.yelp.com/biz/donut-delite-menlo-park?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,71,"donuts,breakfast_brunch",3.5,"37.46478,-122.15713",$,16503229789,"['732 Willow Rd', 'Menlo Park, CA 94025']"
Plaza Deli Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/BXP4MYvyBmNBdAYDdoVrDA/o.jpg,https://www.yelp.com/biz/plaza-deli-cafe-mountain-view-8?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,174,"delis,sandwiches,salad",4.5,"37.42985,-122.10018",$,16509653189,"['2680 Bayshore Pkwy', 'Mountain View, CA 94043']"
Mollie Stone's,https://s3-media2.fl.yelpcdn.com/bphoto/oVURDhOrGBBfOtbZUNUhvA/o.jpg,https://www.yelp.com/biz/mollie-stones-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,202,grocery,3.5,"37.42892,-122.14341",$$$,16503238361,"['164 S California Ave', 'Palo Alto, CA 94306']"
DeMartini Orchard - Kozy Brothers,https://s3-media1.fl.yelpcdn.com/bphoto/b2FGkZoT14sJR4aPrH5d3Q/o.jpg,https://www.yelp.com/biz/demartini-orchard-kozy-brothers-los-altos?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,92,"markets,farmersmarket,grocery",4.5,"37.382828,-122.11462",$$,16509480881,"['66 N San Antonio Rd', 'Los Altos, CA 94022']"
Specialty's,https://s3-media1.fl.yelpcdn.com/bphoto/UUbet7bp0p0XWZlw6Bh1MA/o.jpg,https://www.yelp.com/biz/specialtys-mountain-view?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,4,"desserts,coffee,burgers",4.5,"37.40289,-122.050794",,18775022837,"['645 Ellis St', 'Mountain View, CA 94043']"
Campagne One Main,https://s3-media3.fl.yelpcdn.com/bphoto/xMDYipcyXuXlA8Ps1rVRrA/o.jpg,https://www.yelp.com/biz/campagne-one-main-los-altos?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,45,"breakfast_brunch,french",3.5,"37.38079,-122.11443",$$,16509462000,"['1 Main St', 'Enchanté Boutique Hotel', 'Los Altos, CA 94022']"
Starbucks,https://s3-media3.fl.yelpcdn.com/bphoto/0wd6rA-DC2bUw00PvEEZmA/o.jpg,https://www.yelp.com/biz/starbucks-los-altos-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,122,coffee,3.5,"37.37858352,-122.11668245",$$,16509493565,"['296 Main St', 'Los Altos, CA 94022']"
Gelato Classico Italian Ice Cream,https://s3-media4.fl.yelpcdn.com/bphoto/ob7_L_Uw0lDZk-HChKot-Q/o.jpg,https://www.yelp.com/biz/gelato-classico-italian-ice-cream-mountain-view?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1221,"icecream,gelato",3.5,"37.393221,-122.079048",$$,16509692900,"['241 Castro St', 'Ste B', 'Mountain View, CA 94041']"
Andronico's Community Markets,https://s3-media2.fl.yelpcdn.com/bphoto/9u1P6mXLTRdTPzyIHuIEow/o.jpg,https://www.yelp.com/biz/andronicos-community-markets-los-altos-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,41,grocery,3,"37.360767601317626,-122.09687632023773",$$,16509486648,"['690 Fremont Ave', 'Los Altos, CA 94024']"
Tectonic Grill,https://s3-media2.fl.yelpcdn.com/bphoto/DGRA2LcnIQHxfKZzcr63WA/o.jpg,https://www.yelp.com/biz/tectonic-grill-menlo-park-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,3,"cafes,coffee,sandwiches",4,"37.4560415838691,-122.169820287689",,,"['345 Middlefield Rd', 'Bldg 20', 'Menlo Park, CA 94025']"
Hobee's Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/xpJ4xf8vqSo6_2hGMkTfAQ/o.jpg,https://www.yelp.com/biz/hobees-restaurant-palo-alto-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,451,"diners,breakfast_brunch",3.5,"37.40878,-122.12263",$$,16508566124,"['4224 El Camino Real', 'Palo Alto, CA 94306']"
Mr Cake Plus,https://s3-media1.fl.yelpcdn.com/bphoto/m1eMKUbWfl9fe8xbZ1NVlQ/o.jpg,https://www.yelp.com/biz/mr-cake-plus-mountain-view?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,135,"bakeries,customcakes,cakeshop",5,"37.40281,-122.07914",,16692647671,"['570 N Shoreline Blvd', 'Ste F', 'Mountain View, CA 94043']"
Alegio Chocolaté / Claudio Corallo,https://s3-media2.fl.yelpcdn.com/bphoto/ihQfHKyATMuLX2KTOPuPPw/o.jpg,https://www.yelp.com/biz/alegio-chocolat%C3%A9-claudio-corallo-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,148,chocolate,4.5,"37.4456011,-122.1611631",$$$,16503244500,"['522 Bryant St', 'Palo Alto, CA 94301']"
STARBUCKS COFFEE,https://s3-media3.fl.yelpcdn.com/bphoto/PD79s6vhn0S-vhEXzpsv9g/o.jpg,https://www.yelp.com/biz/starbucks-coffee-palo-alto-12?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,171,coffee,2.5,"37.427381,-122.149213",$,16503208125,"['2000 El Camino Real', 'Palo Alto, CA 94306']"
Vitality Bowls,https://s3-media3.fl.yelpcdn.com/bphoto/gJ2eMo--eSZfXgn0frlzJA/o.jpg,https://www.yelp.com/biz/vitality-bowls-mountain-view-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,83,"acaibowls,coffee,juicebars",3,"37.387949,-122.082887",$$$,16503861653,"['650 Castro St', 'Ste 140', 'Mountain View, CA 94041']"
Starbucks,https://s3-media1.fl.yelpcdn.com/bphoto/OqkSUgwNxBlD7iwhB778fQ/o.jpg,https://www.yelp.com/biz/starbucks-stanford?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,48,coffee,3,"37.42413,-122.17086",$,16503211884,"['459 Lagunita Dr', 'Stanford, CA 94305']"
Peet's Coffee & Tea,https://s3-media2.fl.yelpcdn.com/bphoto/lIbYW3D-8-pS_zsDHQqRsQ/o.jpg,https://www.yelp.com/biz/peets-coffee-and-tea-stanford?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,25,coffee,3.5,"37.4305838,-122.1745242",$,16503243529,"['318 Campus Dr W', 'Fl 3', 'Clark Center', 'Stanford, CA 94305']"
Jimmy V's Sports Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/05-o--Gl7sfpc5YbPDoA1A/o.jpg,https://www.yelp.com/biz/jimmy-vs-sports-cafe-stanford?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,35,"juicebars,burgers,sandwiches",4,"37.4299181,-122.1620079",$,16507246465,"['641 Campus Dr', 'Arrillaga Family Athletic Center', 'Stanford, CA 94305']"
Passage to India Bakery,https://s3-media1.fl.yelpcdn.com/bphoto/XNX23TLYecJkRWLks-3r9A/o.jpg,https://www.yelp.com/biz/passage-to-india-bakery-mountain-view-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,225,"bakeries,indpak,buffets",3,"37.3876541,-122.0871935",$,16509645532,"['1100 W El Camino Real', 'Mountain View, CA 94040']"
VMware Hilltop Cafeteria,https://s3-media3.fl.yelpcdn.com/bphoto/xrbM_jpdxFLaDCx-nMj-vw/o.jpg,https://www.yelp.com/biz/vmware-hilltop-cafeteria-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,11,"cafeteria,coffee,gelato",4,"37.3986882484072,-122.141712745895",$,,"['3427 Hillview Ave', 'Palo Alto, CA 94304']"
Chantal Guillon Macarons & Teas,https://s3-media3.fl.yelpcdn.com/bphoto/0Ugi2rjwoW2R_4ewGnaa_Q/o.jpg,https://www.yelp.com/biz/chantal-guillon-macarons-and-teas-palo-alto-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,786,"bakeries,desserts,macarons",4.5,"37.447561,-122.159688",$$,16503222220,"['444 University Ave', 'Palo Alto, CA 94301']"
Starbucks,https://s3-media4.fl.yelpcdn.com/bphoto/9vHvZS3VdnQXVsnemKsRfg/o.jpg,https://www.yelp.com/biz/starbucks-menlo-park-9?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,93,coffee,3.5,"37.480185,-122.151142868514",$,16503287160,"['1401 Willow Rd', 'Belle Haven Center', '1401 Willow', 'Menlo Park, CA 94025']"
Jamba,https://s3-media2.fl.yelpcdn.com/bphoto/lBJTOSca0DEcG4BG4O6pug/o.jpg,https://www.yelp.com/biz/jamba-palo-alto-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,4,"juicebars,acaibowls,sandwiches",4,"37.461016775589485,-122.13552009713372",,16504629727,"['1765 E Bayshore Rd', 'Ste B', 'Palo Alto, CA 94303']"
The Sandwich Spot,https://s3-media3.fl.yelpcdn.com/bphoto/FVsNAZOVZWwAEO_3Fv3kaA/o.jpg,https://www.yelp.com/biz/the-sandwich-spot-mountain-view?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,567,"delis,sandwiches,cafes",4.5,"37.3791348476979,-122.07253057916",$$,16509066176,"['123 E El Camino Real', 'Mountain View, CA 94040']"
Pokeworks,https://s3-media4.fl.yelpcdn.com/bphoto/ciWEhiCtneRH9iECG8StkA/o.jpg,https://www.yelp.com/biz/pokeworks-mountain-view-4?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,559,"poke,salad,sushi",4,"37.39357974326268,-122.07891559999997",$$,16503360058,"['211 Castro St', 'Mountain View, CA 94041']"
